X,Y
301905,2779551
301692,2769025
304126,2769248
300076,2769041
306460,2775395
303025,2768395
299044,2768237
308974,2775350
299615,2770262
307063,2771013
299110,2769303
299644,2781223
307554,2771026
301520,2773071
305234,2770402
300856,2771404
296189,2779537
